Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""4d10.5s""","=""2S""","=""1/2""","=""""","=""0.0000000000""","=""""","=""0""","=""""","=""L3466"""
"=""4d10.5p""","=""2P*""","=""1/2""","=""""","=""3.663988150""","=""""","=""0.000000017""","=""3.663988150""","=""L12037"""
"=""4d10.5p""","=""2P*""","=""3/2""","=""""","=""3.77812896""","=""""","=""0.00000003""","=""0.11414081""","=""L12037"""
"=""4d9.5s2""","=""2D""","=""5/2""","=""""","=""3.7495671196""","=""""","=""0.0000000007""","=""-0.02856184""","=""L9025"""
"=""4d9.5s2""","=""2D""","=""3/2""","=""""","=""4.304015538""","=""""","=""0.000000012""","=""0.55444842""","=""L12037"""
"=""4d10.6s""","=""2S""","=""1/2""","=""""","=""5.27628977""","=""""","=""0.00000012""","=""0.9722742""","=""L17163"""
"=""4d10.6p""","=""2P*""","=""1/2""","=""""","=""5.98811517""","=""""","=""0.00000025""","=""0.7118254""","=""L17163"""
"=""4d10.6p""","=""2P*""","=""3/2""","=""""","=""6.01333411""","=""""","=""0.00000005""","=""0.0252189""","=""L9025"""
"=""4d10.5d""","=""2D""","=""3/2""","=""""","=""6.04348192""","=""""","=""0.00000025""","=""0.0301478""","=""L11755"""
"=""4d10.5d""","=""2D""","=""5/2""","=""""","=""6.04599260""","=""""","=""0.00000025""","=""0.0025107""","=""L11755"""
"=""4d10.7s""","=""2S""","=""1/2""","=""""","=""6.43316376""","=""""","=""0.00000012""","=""0.3871712""","=""L17163"""
"=""4d10.7p""","=""2P*""","=""1/2""","=""""","=""6.70023465""","=""""","=""0.00000025""","=""0.2670709""","=""L17163"""
"=""4d10.7p""","=""2P*""","=""3/2""","=""""","=""6.71016219""","=""""","=""0.00000012""","=""0.0099275""","=""L17163"""
"=""4d10.6d""","=""2D""","=""3/2""","=""""","=""6.72033026""","=""""","=""0.00000025""","=""0.0101681""","=""L15300"""
"=""4d10.6d""","=""2D""","=""5/2""","=""""","=""6.7216253""","=""""","=""0.0000004""","=""0.0012950""","=""L15300"""
"=""4d10.4f""","=""2F*""","=""5/2""","=""""","=""6.72052988""","=""""","=""0.00000025""","=""-0.0010954""","=""L17163"""
"=""4d10.4f""","=""2F*""","=""7/2""","=""""","=""6.7205319""","=""""","=""0.0000004""","=""0.0000020""","=""L17163"""
"=""4d10.8s""","=""2S""","=""1/2""","=""""","=""6.8911962""","=""""","=""0.0000004""","=""0.1706643""","=""L15300"""
"=""4d9.5s.(3D).5p""","=""4P*""","=""5/2""","=""""","=""6.9708242""","=""""","=""0.0000005""","=""0.0796280""","=""L11755"""
"=""4d9.5s.(3D).5p""","=""4P*""","=""3/2""","=""""","=""7.2536442""","=""""","=""0.0000006""","=""0.2828200""","=""L11755"""
"=""4d9.5s.(3D).5p""","=""4P*""","=""1/2""","=""""","=""7.505687""","=""""","=""0.000012""","=""0.25204""","=""L2489"""
"=""4d10.8p""","=""2P*""","=""1/2""","=""""","=""7.0200939""","=""""","=""0.0000004""","=""-0.48559""","=""L15300"""
"=""4d10.8p""","=""2P*""","=""3/2""","=""""","=""7.0250187""","=""""","=""0.0000004""","=""0.0049248""","=""L17163"""
"=""4d10.5f""","=""2F*""","=""5/2""","=""""","=""7.02882229""","=""""","=""0.00000025""","=""0.0038036""","=""L17163"""
"=""4d10.5f""","=""2F*""","=""7/2""","=""""","=""7.02883742""","=""""","=""0.00000025""","=""0.0000151""","=""L17163"""
"=""4d10.7d""","=""2D""","=""3/2""","=""""","=""7.0298832""","=""""","=""0.0000004""","=""0.0010458""","=""L17163"""
"=""4d10.7d""","=""2D""","=""5/2""","=""""","=""7.03058187""","=""""","=""0.00000025""","=""0.0006987""","=""L17163"""
"=""4d10.5g""","=""2G""","=""7/2,9/2""","=""""","=""7.0313379""","=""""","=""0.0000004""","=""0.0007560""","=""L17163"""
"=""4d10.9s""","=""2S""","=""1/2""","=""""","=""7.1198023""","=""""","=""0.0000010""","=""0.088464""","=""L11755"""
"=""4d10.9p""","=""2P*""","=""1/2""","=""""","=""7.191728""","=""""","=""0.000007""","=""0.071926""","=""L3466"""
"=""4d10.9p""","=""2P*""","=""3/2""","=""""","=""7.194443""","=""""","=""0.000007""","=""0.002715""","=""L3466"""
"=""4d10.6f""","=""2F*""","=""5/2""","=""""","=""7.1962892""","=""""","=""0.0000006""","=""0.001846""","=""L17163"""
"=""4d10.6f""","=""2F*""","=""7/2""","=""""","=""7.1962987""","=""""","=""0.0000005""","=""0.0000095""","=""L17163"""
"=""4d10.8d""","=""2D""","=""3/2""","=""""","=""7.1972794""","=""""","=""0.0000009""","=""0.000981""","=""L11755"""
"=""4d10.8d""","=""2D""","=""5/2""","=""""","=""7.1977028""","=""""","=""0.0000010""","=""0.000423""","=""L17163"""
"=""4d10.6g""","=""2G""","=""7/2""","=""""","=""7.1978668""","=""""","=""0.0000005""","=""0.000164""","=""L17163"""
"=""4d10.6g""","=""2G""","=""9/2""","=""""","=""7.1978671""","=""""","=""0.0000004""","=""0.0000003""","=""L17163"""
"=""4d10.6h""","=""2H*""","=""9/2,11/2""","=""""","=""7.1981680""","=""""","=""0.0000005""","=""0.0003009""","=""L17163"""
"=""4d10.10s""","=""2S""","=""1/2""","=""""","=""7.250354""","=""""","=""0.000004""","=""0.052186""","=""L17163"""
"=""4d9.5s.(3D).5p""","=""4F*""","=""7/2""","=""""","=""7.2890160""","=""""","=""0.0000006""","=""0.038662""","=""L11755"""
