Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Lande,Leading percentages,Reference
"=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""""","=""0.0000000""","=""""","=""0""","=""""","=""1.14119""","=""                                                                                     ""","=""L3974"""
"=""4f13.(2F*).6s2""","=""2F*""","=""5/2""","=""""","=""1.0874955""","=""""","=""""","=""1.0874955""","=""0.855""","=""                                                                                     ""","="""""
"=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""""","=""1.6266243""","=""""","=""""","=""0.539129""","=""1.305""","=""  86                 :     8                                 (3H<6>) (6,5/2)         ""","="""""
"=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""15/2""","=""""","=""1.8933629""","=""""","=""""","=""0.266739""","=""1.08""","=""  96                 :     2                                 (3H<6>) (6,5/2)         ""","="""""
"=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""11/2""","=""""","=""1.9326423""","=""""","=""""","=""0.039279""","=""1.255""","=""  76                 :    20                                 (3H<6>) (6,5/2)         ""","="""""
"=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""13/2""","=""""","=""2.1641216""","=""""","=""""","=""0.231479""","=""1.15""","=""  95                 :     2                                 (3F<4>) (4,5/2)         ""","="""""
"=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""17/2""","=""""","=""2.0403972""","=""""","=""""","=""-0.123724""","=""1.175""","=""  99                                                                                 ""","="""""
"=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""7/2""","=""""","=""2.1024008""","=""""","=""""","=""0.062004""","=""1.1722""","=""  70                 :     7                                 (3F<4>) (4,3/2)         ""","="""""
"=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""15/2""","=""""","=""2.3176458""","=""""","=""""","=""0.215245""","=""1.18""","=""  97                 :     2                                 (3H<6>) (6,3/2)         ""","="""""
"=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""9/2""","=""""","=""2.3355381""","=""""","=""""","=""0.017892""","=""1.1318""","=""  76                 :     6                                 (3H<6>) (6,3/2)         ""","="""""
"=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""11/2""","=""""","=""2.3375761""","=""""","=""""","=""0.002038""","=""1.15""","=""  48                 :    32  4f13.(2F*<7/2>).6s.6p.(3P*<2>)                         ""","="""""
"=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""13/2""","=""""","=""2.4135586""","=""""","=""""","=""0.075982""","=""1.15""","=""  85                 :     9                                 (3F<4>) (4,5/2)         ""","="""""
"=""4f13.(2F*<7/2>).6s.6p.(3P*<0>)""","=""(7/2,0)""","=""7/2""","=""""","=""2.0757728""","=""""","=""""","=""-0.337786""","=""1.325""","=""  78                 :    17                                 (2F*<7/2>)(3P*<1>)      ""","="""""
"=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""7/2""","=""""","=""2.1503043""","=""""","=""""","=""0.074531""","=""1.02153""","=""  77                 :    16                                 (2F*<7/2>)(3P*<0>)      ""","="""""
"=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""9/2""","=""""","=""2.1838154""","=""""","=""""","=""0.033511""","=""1.18598""","=""  94                 :     3                                 (2F*<7/2>)(3P*<2>)      ""","="""""
"=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""5/2""","=""""","=""2.2010461""","=""""","=""""","=""0.017231""","=""1.186""","=""  88                 :     9                                 (2F*<7/2>)(3P*<2>)      ""","="""""
"=""4f13.(2F*<7/2>).6s.6p.(3P*<2>)""","=""(7/2,2)""","=""11/2""","=""""","=""2.3545103""","=""""","=""""","=""0.153464""","=""1.215""","=""  68                 :    21  4f12.(3H<6>).5d<5/2>.6s2                               ""","="""""
